No,Type,Group,Word Template,Template Page No,{{ substation.name_erms }},{{ substation.time }},{{ substation.date }},{{ substation.ambient }},{{ substation.humidity }},{{ swg.area }},{{ panel.linknumber }},{{ panel.name }},{{ panel.cabletype }},{{ panel.breakerstatus }},{{ panel.busbarposition }},{{ panel.loadamp }},{{ panel.heateramp }},{{ swg.serialnumber }},{{ swg.manufacturer }},{{ swg.type }},{{ swg.rating }},{{ swg.model }},{{ tx1.manufacturer }},{{ tx1.model }},{{ tx1.rating }},{{ tx1.serialnumber }},{{ tx2.manufacturer }},{{ tx2.model }},{{ tx2.rating }},{{ tx2.serialnumber }},{{ fp1.manufacturer }},{{ fp1.model }},{{ fp1.rating }},{{ fp1.serialnumber }},{{ fp1.labelsource }},{{ fp2.manufacturer }},{{ fp2.model }},{{ fp2.rating }},{{ fp2.serialnumber }},{{ fp2.labelsource }},{{ batt1.manufacturer }},{{ batt1.model }},{{ batt1.serialnumber }},{{ batt2.manufacturer }},{{ batt2.model }},{{ batt2.serialnumber }},{{ batt3.manufacturer }},{{ batt3.model }},{{ batt3.serialnumber }},{{ batt4.manufacturer }},{{ batt4.model }},{{ batt4.serialnumber }},Field Overrides,Output File Name,Attribute,Folder,Image File Name
26,Panel10,2,02. swg-panel.docx,26,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE ENTRY,,,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page26,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,51.jpg
26,Panel10,2,02. swg-panel.docx,26,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE ENTRY,,,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page26,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,52.jpg
27,TX1,2,03. tx1-overview.docx,41,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,OVERVIEW,1,,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page27,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,53.jpg
27,TX1,2,03. tx1-overview.docx,41,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,OVERVIEW,1,,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page27,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,54.jpg
28,TX1,2,03. tx1-overview.docx,42,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,OVERVIEW TOP,1,,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page28,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,55.jpg
28,TX1,2,03. tx1-overview.docx,42,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,OVERVIEW TOP,1,,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page28,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,56.jpg
29,TX1,2,04. tx1-hv-sides.docx,43,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,BUSHING,1,HV SIDE,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page29,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,57.jpg
29,TX1,2,04. tx1-hv-sides.docx,43,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,BUSHING,1,HV SIDE,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page29,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,58.jpg
30,TX1,2,04. tx1-hv-sides.docx,44,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE,1,HV SIDE,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page30,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,59.jpg
30,TX1,2,04. tx1-hv-sides.docx,44,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE,1,HV SIDE,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page30,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,60.jpg
31,TX1,2,04. tx1-hv-sides.docx,45,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE SPLIT,1,HV SIDE,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page31,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,61.jpg
31,TX1,2,04. tx1-hv-sides.docx,45,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE SPLIT,1,HV SIDE,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page31,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,62.jpg
32,TX1,2,05. tx1-lv-sides.docx,46,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,BUSHING,1,LV SIDE,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page32,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,63.jpg
32,TX1,2,05. tx1-lv-sides.docx,46,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,BUSHING,1,LV SIDE,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page32,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,64.jpg
33,TX1,2,05. tx1-lv-sides.docx,47,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE,1,LV SIDE,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page33,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,65.jpg
33,TX1,2,05. tx1-lv-sides.docx,47,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE,1,LV SIDE,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page33,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,66.jpg
34,TX1,2,05. tx1-lv-sides.docx,48,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE SPLIT,1,LV SIDE,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page34,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,67.jpg
34,TX1,2,05. tx1-lv-sides.docx,48,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE SPLIT,1,LV SIDE,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page34,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,68.jpg
35,TX2,2,06. tx2-overview.docx,49,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,OVERVIEW,2,,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page35,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,69.jpg
35,TX2,2,06. tx2-overview.docx,49,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,OVERVIEW,2,,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page35,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,70.jpg
36,TX2,2,06. tx2-overview.docx,50,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,OVERVIEW TOP,2,,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page36,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,71.jpg
36,TX2,2,06. tx2-overview.docx,50,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,OVERVIEW TOP,2,,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page36,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,72.jpg
37,TX2,2,07. tx2-hv-sides.docx,51,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,BUSHING,2,HV SIDE,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page37,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,73.jpg
37,TX2,2,07. tx2-hv-sides.docx,51,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,BUSHING,2,HV SIDE,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page37,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,74.jpg
38,TX2,2,07. tx2-hv-sides.docx,52,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE,2,HV SIDE,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page38,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,75.jpg
38,TX2,2,07. tx2-hv-sides.docx,52,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE,2,HV SIDE,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page38,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,76.jpg
39,TX2,2,07. tx2-hv-sides.docx,53,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE SPLIT,2,HV SIDE,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page39,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,77.jpg
39,TX2,2,08. tx2-lv-sides.docx,53,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE SPLIT,2,HV SIDE,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page39,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,78.jpg
40,TX2,2,08. tx2-lv-sides.docx,54,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,BUSHING,2,LV SIDE,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page40,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,79.jpg
40,TX2,2,08. tx2-lv-sides.docx,54,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,BUSHING,2,LV SIDE,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page40,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,80.jpg
41,TX2,2,08. tx2-lv-sides.docx,55,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE,2,LV SIDE,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page41,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,81.jpg
41,TX2,2,08. tx2-lv-sides.docx,55,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE,2,LV SIDE,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page41,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,82.jpg
42,TX2,2,08. tx2-lv-sides.docx,56,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE SPLIT,2,LV SIDE,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page42,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,83.jpg
42,TX2,2,08. tx2-lv-sides.docx,56,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE SPLIT,2,LV SIDE,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page42,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,84.jpg
43,FP 1,2,09. fp1-overview.docx,57,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,OVERVIEW,-,,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page43,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,85.jpg
43,FP1,2,09. fp1-overview.docx,57,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,OVERVIEW,-,,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page43,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,86.jpg
44,FP2,2,10. fp2-overview.docx,58,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,OVERVIEW,-,,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page44,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,87.jpg
44,FP2,2,10. fp2-overview.docx,58,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,OVERVIEW,-,,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page44,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,88.jpg
45,BLACK BOX 1,2,11. blackbox1-overview.docx,59,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,OVERVIEW,-,,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page45,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,89.jpg
45,BLACK BOX 1,2,11. blackbox1-overview.docx,59,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,OVERVIEW,-,,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page45,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,90.jpg
46,BLACK BOX 2,2,12. blackbox2-overview.docx,60,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,OVERVIEW,-,,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page46,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,91.jpg
46,BLACK BOX 2,2,12. blackbox2-overview.docx,60,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,OVERVIEW,-,,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page46,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,92.jpg
47,BATTERY BANK 1,2,13. battery1-overview.docx,61,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,OVERVIEW,-,,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page47,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,93.jpg
47,BATTERY BANK 1,2,13. battery1-overview.docx,61,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,OVERVIEW,-,,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page47,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,94.jpg
48,BATTERY BANK 2,2,14. battery2-overview.docx,62,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,OVERVIEW,-,,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page48,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,95.jpg
48,BATTERY BANK 2,2,14. battery2-overview.docx,62,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,OVERVIEW,-,,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page48,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,96.jpg
49,BATTERY BANK 3,2,15. battery3-overview.docx,63,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,OVERVIEW,-,,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page49,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,97.jpg
49,BATTERY BANK 3,2,15. battery3-overview.docx,63,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,OVERVIEW,-,,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page49,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,98.jpg
50,BATTERY BANK 4,2,16. battery4-overview.docx,64,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,OVERVIEW,-,,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page50,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,99.jpg
50,BATTERY BANK 4,2,16. battery4-overview.docx,64,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,OVERVIEW,-,,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page50,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,100.jpg
51,,2,,51,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,2,,51,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,2,,52,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,2,,52,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,2,,53,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,2,,53,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,2,,54,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,2,,54,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,2,,55,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,2,,55,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
